SeqNum,PlateBoundIdentifer,PlateBoundContinuity,StartLong,StartLat,FinalLong,FinalLat,StepLength(km),AzimuthCenter,VelocityLeft,VelocityAzimuth,VelocityDivergent,VelocityRightLateral,Elevation,SeafloorAge,StepClass,StepContinuity,Orogen,geometry
2632,PA\OK,True,143.843,37.71,143.743,37.479,27.1,199,92.2,295,-91.7,-9.5,-6887,141,SUB,True,False,"LINESTRING (143.843 37.71, 143.743 37.479)"
2633,PA\OK,True,143.743,37.479,143.637,37.29,23.0,204,92.3,295,-92.2,-1.3,-7011,144,SUB,True,False,"LINESTRING (143.743 37.479, 143.637 37.29)"
2634,PA\OK,True,143.637,37.29,143.518,37.059,27.7,202,92.3,295,-92.2,-3.8,-7076,160,SUB,True,False,"LINESTRING (143.637 37.29, 143.518 37.059)"
2635,PA\OK,True,143.518,37.059,143.408,36.86,24.2,204,92.4,295,-92.4,-1.4,-7462,234,SUB,True,False,"LINESTRING (143.518 37.059, 143.408 36.86)"
2636,PA\OK,True,143.408,36.86,143.275,36.649,26.3,207,92.5,295,-92.4,3.4,-7432,243,SUB,True,False,"LINESTRING (143.408 36.86, 143.275 36.649)"
2637,PA\OK,True,143.275,36.649,143.151,36.52,18.1,218,92.5,295,-90.1,20.9,-7464,249,SUB,True,False,"LINESTRING (143.275 36.649, 143.151 36.52)"
2638,PA\OK,True,143.151,36.52,143.02,36.339,23.2,210,92.6,294,-92.1,9.5,-7432,235,SUB,True,False,"LINESTRING (143.151 36.52, 143.02 36.339)"
2639,PA\OK,True,143.02,36.339,142.887,36.264,14.6,235,92.6,294,-79.9,46.8,-7460,260,SUB,True,False,"LINESTRING (143.02 36.339, 142.887 36.264)"
2640,PA\OK,True,142.887,36.264,142.761,36.188,14.1,233,92.6,294,-81.1,44.9,-7430,260,SUB,True,False,"LINESTRING (142.887 36.264, 142.761 36.188)"
2641,PA\OK,True,142.761,36.188,142.681,36.064,15.5,208,92.7,294,-92.5,5.4,-7282,253,SUB,True,False,"LINESTRING (142.761 36.188, 142.681 36.064)"
2642,PA\OK,True,142.681,36.064,142.606,36.001,9.7,224,92.7,294,-87.4,31.0,-7057,248,SUB,True,False,"LINESTRING (142.681 36.064, 142.606 36.001)"
2643,PA\OK,True,142.606,36.001,142.555,35.944,7.8,216,92.7,294,-90.8,18.8,-6837,251,SUB,True,False,"LINESTRING (142.606 36.001, 142.555 35.944)"
2644,PA\OK,True,142.555,35.944,142.46,35.673,31.3,196,92.8,294,-91.8,-13.3,-6543,257,SUB,True,False,"LINESTRING (142.555 35.944, 142.46 35.673)"
2645,PA\OK,True,142.46,35.673,142.325,35.503,22.5,213,92.8,294,-91.8,14.1,-6751,260,SUB,True,False,"LINESTRING (142.46 35.673, 142.325 35.503)"
2646,PA\OK,True,142.325,35.503,142.221,35.333,21.1,207,92.9,294,-92.8,4.2,-7034,260,SUB,True,False,"LINESTRING (142.325 35.503, 142.221 35.333)"
2647,PA\OK,True,142.221,35.333,142.17,35.217,13.8,200,92.9,294,-92.7,-7.0,-7630,260,SUB,True,False,"LINESTRING (142.221 35.333, 142.17 35.217)"
2648,PA\OK,True,142.17,35.217,142.067,35.164,11.1,238,92.9,294,-77.3,51.7,-7576,260,SUB,True,False,"LINESTRING (142.17 35.217, 142.067 35.164)"
2649,PA\OK,True,142.067,35.164,142.029,34.889,30.8,186,93.0,294,-88.7,-27.8,-7817,260,SUB,True,False,"LINESTRING (142.067 35.164, 142.029 34.889)"
2650,PA\OK,True,142.029,34.889,141.992,34.666,24.9,188,93.0,294,-89.4,-25.7,-8082,260,SUB,True,False,"LINESTRING (142.029 34.889, 141.992 34.666)"
2651,PA\OK,True,141.992,34.666,141.883,34.213,51.4,191,93.1,294,-90.9,-20.3,-8451,260,SUB,True,False,"LINESTRING (141.992 34.666, 141.883 34.213)"
2747,OK/PA,False,144.454,40.847,145.077,41.319,74.0,45,90.9,116,-85.9,29.8,-6764,253,SUB,False,False,"LINESTRING (144.454 40.847, 145.077 41.319)"
2748,OK/PA,True,145.077,41.319,145.71,41.788,74.1,45,90.6,116,-85.6,29.9,-6095,260,SUB,True,False,"LINESTRING (145.077 41.319, 145.71 41.788)"
2749,OK/PA,True,145.71,41.788,146.198,42.076,51.5,52,90.4,116,-81.8,38.5,-5821,260,SUB,True,False,"LINESTRING (145.71 41.788, 146.198 42.076)"
2750,OK/PA,True,146.198,42.076,146.69,42.362,51.5,52,90.2,117,-81.6,38.5,-5552,260,SUB,True,False,"LINESTRING (146.198 42.076, 146.69 42.362)"
2751,OK/PA,True,146.69,42.362,147.345,42.685,64.6,56,90.0,117,-78.5,44.0,-5528,260,SUB,True,False,"LINESTRING (146.69 42.362, 147.345 42.685)"
2752,OK/PA,True,147.345,42.685,148.34,43.208,99.7,54,89.7,117,-80.0,40.6,-6698,260,SUB,True,False,"LINESTRING (147.345 42.685, 148.34 43.208)"
2753,OK/PA,True,148.34,43.208,149.311,43.721,96.9,54,89.3,118,-80.2,39.2,-7184,260,SUB,True,False,"LINESTRING (148.34 43.208, 149.311 43.721)"
2754,OK/PA,True,149.311,43.721,150.339,44.187,97.3,58,88.9,118,-77.6,43.4,-8005,260,SUB,True,False,"LINESTRING (149.311 43.721, 150.339 44.187)"
2755,OK/PA,True,150.339,44.187,150.877,44.447,51.6,56,88.6,119,-78.9,40.3,-8580,260,SUB,True,False,"LINESTRING (150.339 44.187, 150.877 44.447)"
2756,OK/PA,True,150.877,44.447,151.419,44.704,51.6,56,88.4,119,-78.6,40.3,-8094,260,SUB,True,False,"LINESTRING (150.877 44.447, 151.419 44.704)"
2757,OK/PA,True,151.419,44.704,152.24,45.158,82.0,52,88.0,120,-81.4,33.6,-8027,260,SUB,True,False,"LINESTRING (151.419 44.704, 152.24 45.158)"
2758,OK/PA,True,152.24,45.158,152.88,45.529,64.9,50,87.7,120,-82.2,30.5,-7539,260,SUB,True,False,"LINESTRING (152.24 45.158, 152.88 45.529)"
2759,OK/PA,True,152.88,45.529,153.528,45.897,64.9,51,87.4,120,-81.9,30.5,-7411,260,SUB,True,False,"LINESTRING (152.88 45.529, 153.528 45.897)"
3141,ON/PS,False,128.462,25.458,128.978,25.859,68.3,49,99.7,127,-97.6,20.4,-5710,153,SUB,False,False,"LINESTRING (128.462 25.458, 128.978 25.859)"
3142,ON/PS,True,128.978,25.859,129.36,26.191,53.1,46,96.0,127,-94.9,14.7,-5997,239,SUB,True,False,"LINESTRING (128.978 25.859, 129.36 26.191)"
3143,ON/PS,True,129.36,26.191,129.785,26.671,68.1,38,92.3,127,-92.3,1.9,-5554,240,SUB,True,False,"LINESTRING (129.36 26.191, 129.785 26.671)"
3144,ON/PS,True,129.785,26.671,130.211,27.213,73.6,35,88.0,127,-87.9,-3.8,-5428,237,SUB,True,False,"LINESTRING (129.785 26.671, 130.211 27.213)"
3145,ON/PS,True,130.211,27.213,130.523,27.709,63.2,29,83.8,128,-82.9,-12.7,-4809,233,SUB,True,False,"LINESTRING (130.211 27.213, 130.523 27.709)"
3146,ON/PS,True,130.523,27.709,130.649,28.136,49.0,15,80.5,129,-73.6,-32.7,-5591,233,SUB,True,False,"LINESTRING (130.523 27.709, 130.649 28.136)"
3147,ON/PS,True,130.649,28.136,131.097,28.318,48.4,65,77.8,129,-69.6,34.7,-4136,220,SUB,True,False,"LINESTRING (130.649 28.136, 131.097 28.318)"
3148,ON/PS,True,131.097,28.318,131.309,28.451,25.4,55,75.7,128,-72.6,21.4,-3914,220,SUB,True,False,"LINESTRING (131.097 28.318, 131.309 28.451)"
3149,ON/PS,True,131.309,28.451,131.467,28.751,36.8,25,73.9,128,-71.8,-17.2,-4432,220,SUB,True,False,"LINESTRING (131.309 28.451, 131.467 28.751)"
3150,ON/PS,True,131.467,28.751,131.524,28.859,13.3,25,72.4,129,-70.2,-17.4,-4460,220,SUB,True,False,"LINESTRING (131.467 28.751, 131.524 28.859)"
3151,ON/PS,True,131.524,28.859,131.628,28.987,17.5,35,71.4,129,-71.3,-4.3,-4641,220,SUB,True,False,"LINESTRING (131.524 28.859, 131.628 28.987)"
3152,ON/PS,True,131.628,28.987,131.76,29.392,46.8,16,69.5,129,-63.8,-27.7,-5068,220,SUB,True,False,"LINESTRING (131.628 28.987, 131.76 29.392)"
3153,ON/PS,True,131.76,29.392,132.073,29.818,56.2,33,66.5,130,-65.9,-8.7,-4987,220,SUB,True,False,"LINESTRING (131.76 29.392, 132.073 29.818)"
3154,ON/PS,True,132.073,29.818,132.402,30.215,54.4,36,63.1,131,-62.8,-5.5,-4434,220,SUB,True,False,"LINESTRING (132.073 29.818, 132.402 30.215)"
3155,ON/PS,True,132.402,30.215,132.63,30.493,37.8,35,60.2,131,-59.9,-6.0,-4359,220,SUB,True,False,"LINESTRING (132.402 30.215, 132.63 30.493)"
3156,ON/PS,True,132.63,30.493,132.824,30.754,34.5,33,58.0,131,-57.3,-8.9,-4471,167,SUB,True,False,"LINESTRING (132.63 30.493, 132.824 30.754)"
3157,AM/PS,False,132.824,30.754,132.965,30.97,27.5,29,55.7,130,-54.8,-10.0,-4789,24,SUB,False,False,"LINESTRING (132.824 30.754, 132.965 30.97)"
3158,AM/PS,True,132.965,30.97,133.197,31.216,35.2,39,55.2,130,-55.2,-0.9,-4657,24,SUB,True,False,"LINESTRING (132.965 30.97, 133.197 31.216)"
3159,AM/PS,True,133.197,31.216,133.5,31.515,44.0,41,54.5,130,-54.5,0.8,-4615,23,SUB,True,False,"LINESTRING (133.197 31.216, 133.5 31.515)"
3160,AM/PS,True,133.5,31.515,134.042,31.882,65.5,51,53.7,130,-52.6,10.6,-4747,22,SUB,True,False,"LINESTRING (133.5 31.515, 134.042 31.882)"
3161,AM/PS,True,134.042,31.882,134.691,32.2,70.6,60,52.6,130,-49.4,17.9,-4610,22,SUB,True,False,"LINESTRING (134.042 31.882, 134.691 32.2)"
3162,AM/PS,True,134.691,32.2,135.026,32.326,34.5,66,51.8,130,-46.6,22.6,-4628,21,SUB,True,False,"LINESTRING (134.691 32.2, 135.026 32.326)"
3163,AM/PS,True,135.026,32.326,135.356,32.46,34.4,64,51.3,130,-46.7,21.3,-4718,21,SUB,True,False,"LINESTRING (135.026 32.326, 135.356 32.46)"
3164,AM/PS,True,135.356,32.46,135.612,32.537,25.5,70,50.8,130,-43.8,25.8,-4747,21,SUB,True,False,"LINESTRING (135.356 32.46, 135.612 32.537)"
3165,AM/PS,True,135.612,32.537,136.025,32.686,42.1,67,50.3,130,-44.8,23.0,-4541,22,SUB,True,False,"LINESTRING (135.612 32.537, 136.025 32.686)"
3166,AM/PS,True,136.025,32.686,136.524,32.868,50.9,67,49.6,130,-44.2,22.6,-4419,22,SUB,True,False,"LINESTRING (136.025 32.686, 136.524 32.868)"
3167,AM/PS,True,136.524,32.868,137.03,33.053,51.5,67,48.9,129,-43.5,22.3,-4038,23,SUB,True,False,"LINESTRING (136.524 32.868, 137.03 33.053)"
3168,AM/PS,True,137.03,33.053,137.546,33.405,61.9,51,48.0,129,-47.0,9.6,-3872,23,SUB,True,False,"LINESTRING (137.03 33.053, 137.546 33.405)"
3169,AM/PS,True,137.546,33.405,138.066,33.75,61.6,51,47.0,129,-45.9,9.9,-3800,249,SUB,True,False,"LINESTRING (137.546 33.405, 138.066 33.75)"
3170,AM/PS,True,138.066,33.75,138.383,34.059,45.2,40,46.1,129,-46.1,0.8,-2994,221,SUB,True,False,"LINESTRING (138.066 33.75, 138.383 34.059)"
3171,AM/PS,True,138.383,34.059,138.508,34.582,59.3,11,45.3,130,-39.7,-21.7,-1522,224,SUB,True,False,"LINESTRING (138.383 34.059, 138.508 34.582)"
3172,AM/PS,True,138.508,34.582,138.674,35.034,52.4,17,44.4,130,-40.7,-17.8,-1159,260,SUB,True,False,"LINESTRING (138.508 34.582, 138.674 35.034)"
3173,OK-PS,False,138.674,35.034,139.234,35.014,51.0,92,36.0,137,-25.3,25.6,382,220,CCB,False,False,"LINESTRING (138.674 35.034, 139.234 35.014)"
3174,OK-PS,True,139.234,35.014,139.429,34.86,24.7,134,35.7,137,-1.6,35.6,-1415,224,CTF,False,False,"LINESTRING (139.234 35.014, 139.429 34.86)"
3175,OK-PS,True,139.429,34.86,139.923,34.713,48.0,110,35.5,136,-15.5,31.9,-1067,220,CCB,False,False,"LINESTRING (139.429 34.86, 139.923 34.713)"
3176,OK-PS,True,139.923,34.713,140.44,34.631,48.1,101,35.1,135,-19.7,29.0,-2586,248,OCB,False,False,"LINESTRING (139.923 34.713, 140.44 34.631)"
3177,OK-PS,True,140.44,34.631,140.87,34.529,41.0,106,34.7,134,-16.4,30.6,-3059,256,OCB,True,False,"LINESTRING (140.44 34.631, 140.87 34.529)"
3178,OK-PS,True,140.87,34.529,141.104,34.439,23.7,115,34.5,134,-10.9,32.7,-5281,253,OTF,False,False,"LINESTRING (140.87 34.529, 141.104 34.439)"
3179,OK-PS,True,141.104,34.439,141.441,34.356,32.2,107,34.3,133,-15.4,30.7,-6960,259,OCB,False,False,"LINESTRING (141.104 34.439, 141.441 34.356)"
3180,OK-PS,True,141.441,34.356,141.883,34.213,43.6,111,34.1,132,-12.1,31.8,-6966,253,OCB,True,False,"LINESTRING (141.441 34.356, 141.883 34.213)"
3181,PS-CL,False,134.521,6.99,135.415,6.895,99.2,96,1.6,138,-1.1,1.2,-4896,33,OCB,False,False,"LINESTRING (134.521 6.99, 135.415 6.895)"
3182,PS-CL,True,135.415,6.895,136.183,6.989,85.4,83,2.5,156,-2.4,0.7,-4030,32,OCB,True,False,"LINESTRING (135.415 6.895, 136.183 6.989)"
3183,PS-CL,True,136.183,6.989,136.759,7.368,76.2,56,3.5,157,-3.4,-0.6,-5425,31,OCB,True,False,"LINESTRING (136.183 6.989, 136.759 7.368)"
3184,PS-CL,True,136.759,7.368,137.144,7.62,50.9,57,4.2,155,-4.2,-0.6,-5308,116,OCB,True,False,"LINESTRING (136.759 7.368, 137.144 7.62)"
3185,PS-CL,True,137.144,7.62,137.529,7.871,50.8,57,4.9,154,-4.8,-0.6,-5299,182,OCB,True,False,"LINESTRING (137.144 7.62, 137.529 7.871)"
3186,PS-CL,True,137.529,7.871,137.982,8.534,88.9,34,5.6,151,-5.0,-2.6,-6659,115,OCB,True,False,"LINESTRING (137.529 7.871, 137.982 8.534)"
3187,PS-CL,True,137.982,8.534,138.309,9.196,82.0,26,6.5,146,-5.6,-3.3,-6104,98,OCB,True,False,"LINESTRING (137.982 8.534, 138.309 9.196)"
3188,PS-CL,True,138.309,9.196,138.359,9.379,21.0,15,7.1,144,-5.5,-4.4,-5678,204,OCB,True,False,"LINESTRING (138.309 9.196, 138.359 9.379)"
3189,PS/PA,False,138.359,9.379,138.574,9.953,68.0,20,18.3,117,-18.2,-2.1,-5937,220,SUB,False,False,"LINESTRING (138.359 9.379, 138.574 9.953)"
3190,PS/PA,True,138.574,9.953,138.71,10.649,78.9,11,19.5,116,-18.8,-5.1,-6539,220,SUB,True,False,"LINESTRING (138.574 9.953, 138.71 10.649)"
3191,PS/PA,True,138.71,10.649,138.813,11.121,53.7,12,20.6,115,-20.1,-4.7,-5960,220,SUB,True,False,"LINESTRING (138.71 10.649, 138.813 11.121)"
3192,PS/PA,True,138.813,11.121,139.483,10.901,77.1,109,21.2,117,-3.1,20.9,-5908,220,SUB,True,False,"LINESTRING (138.813 11.121, 139.483 10.901)"
3193,PS/PA,True,139.483,10.901,140.1,10.946,67.6,86,21.6,120,-12.2,17.8,-5868,220,SUB,True,False,"LINESTRING (139.483 10.901, 140.1 10.946)"
3194,PS/PA,True,140.1,10.946,140.772,10.858,74.0,98,22.2,123,-9.5,20.0,-4662,220,SUB,True,False,"LINESTRING (140.1 10.946, 140.772 10.858)"
3195,PS/PA,True,140.772,10.858,141.608,11.058,93.9,76,23.1,126,-17.6,14.9,-7929,220,SUB,True,False,"LINESTRING (140.772 10.858, 141.608 11.058)"
3196,PS/PA,True,141.608,11.058,142.122,11.285,61.5,66,24.2,128,-21.3,11.3,-9807,220,SUB,True,False,"LINESTRING (141.608 11.058, 142.122 11.285)"
3197,PS/PA,True,142.122,11.285,142.961,11.403,92.4,82,25.2,130,-18.7,16.9,-10043,220,SUB,True,False,"LINESTRING (142.122 11.285, 142.961 11.403)"
3198,PS/PA,True,142.961,11.403,143.097,11.569,23.7,39,26.0,131,-26.0,-1.0,-8100,220,SUB,True,False,"LINESTRING (142.961 11.403, 143.097 11.569)"
3199,MA/PA,False,143.097,11.569,143.503,11.494,45.0,101,76.7,98,3.8,76.6,-8371,220,OTF,False,False,"LINESTRING (143.097 11.569, 143.503 11.494)"
3200,MA/PA,True,143.503,11.494,144.157,11.79,78.5,65,76.3,97,-40.5,64.7,-8887,220,SUB,False,False,"LINESTRING (143.503 11.494, 144.157 11.79)"
3201,MA/PA,True,144.157,11.79,144.619,12.021,56.4,63,75.6,97,-41.9,63.0,-9359,220,SUB,True,False,"LINESTRING (144.157 11.79, 144.619 12.021)"
3202,MA/PA,True,144.619,12.021,145.024,12.211,48.9,64,75.1,96,-39.4,63.9,-9041,220,SUB,True,False,"LINESTRING (144.619 12.021, 145.024 12.211)"
3203,MA/PA,True,145.024,12.211,145.349,12.314,37.1,72,74.7,96,-29.8,68.5,-8654,220,SUB,True,False,"LINESTRING (145.024 12.211, 145.349 12.314)"
3204,MA/PA,True,145.349,12.314,145.691,12.647,52.4,45,74.2,95,-56.8,47.7,-8898,220,SUB,True,False,"LINESTRING (145.349 12.314, 145.691 12.647)"
3205,MA/PA,True,145.691,12.647,146.221,13.002,69.7,56,73.4,95,-46.2,57.0,-9388,220,SUB,True,False,"LINESTRING (145.691 12.647, 146.221 13.002)"
3206,MA/PA,True,146.221,13.002,146.752,13.363,70.2,55,72.5,94,-45.5,56.5,-8874,220,SUB,True,False,"LINESTRING (146.221 13.002, 146.752 13.363)"
3207,MA/PA,True,146.752,13.363,147.201,14.216,106.5,27,71.2,93,-65.1,28.8,-8438,220,SUB,True,False,"LINESTRING (146.752 13.363, 147.201 14.216)"
3208,MA/PA,True,147.201,14.216,147.462,14.966,88.0,19,69.4,93,-66.8,18.9,-8807,220,SUB,True,False,"LINESTRING (147.201 14.216, 147.462 14.966)"
3209,MA/PA,True,147.462,14.966,147.684,15.653,80.0,17,67.8,92,-65.5,17.4,-7764,152,SUB,True,False,"LINESTRING (147.462 14.966, 147.684 15.653)"
3210,MA/PA,True,147.684,15.653,147.787,16.523,97.4,6,66.1,92,-65.9,4.8,-5205,151,SUB,True,False,"LINESTRING (147.684 15.653, 147.787 16.523)"
3211,MA/PA,True,147.787,16.523,147.856,17.283,84.8,5,64.3,92,-64.2,3.1,-7886,149,SUB,True,False,"LINESTRING (147.787 16.523, 147.856 17.283)"
3212,MA/PA,True,147.856,17.283,147.811,18.06,86.5,357,62.6,92,-62.3,-5.9,-7941,148,SUB,True,False,"LINESTRING (147.856 17.283, 147.811 18.06)"
3213,MA/PA,True,147.811,18.06,147.82,18.646,65.2,1,61.1,92,-61.0,-1.6,-7134,147,SUB,True,False,"LINESTRING (147.811 18.06, 147.82 18.646)"
3214,MA/PA,True,147.82,18.646,147.619,19.172,62.2,340,59.8,93,-55.3,-22.8,-6454,147,SUB,True,False,"LINESTRING (147.82 18.646, 147.619 19.172)"
3215,MA/PA,True,147.619,19.172,147.46,19.745,65.8,345,58.6,93,-55.9,-17.7,-5549,147,SUB,True,False,"LINESTRING (147.619 19.172, 147.46 19.745)"
3216,MA/PA,True,147.46,19.745,147.207,20.303,67.5,337,57.4,93,-51.4,-25.5,-6907,147,SUB,True,False,"LINESTRING (147.46 19.745, 147.207 20.303)"
3217,MA/PA,True,147.207,20.303,147.019,20.805,59.1,341,56.2,94,-51.7,-22.1,-5900,146,SUB,True,False,"LINESTRING (147.207 20.303, 147.019 20.805)"
3218,MA/PA,True,147.019,20.805,146.822,21.331,61.9,341,55.0,94,-50.5,-22.0,-6500,146,SUB,True,False,"LINESTRING (147.019 20.805, 146.822 21.331)"
3219,MA/PA,True,146.822,21.331,146.545,21.73,52.8,327,54.0,95,-42.8,-33.0,-6749,146,SUB,True,False,"LINESTRING (146.822 21.331, 146.545 21.73)"
3220,MA/PA,True,146.545,21.73,146.062,22.201,72.3,316,53.1,96,-34.7,-40.2,-6984,146,SUB,True,False,"LINESTRING (146.545 21.73, 146.062 22.201)"
3221,MA/PA,True,146.062,22.201,145.292,22.712,97.4,306,52.1,97,-25.0,-45.7,-7260,220,SUB,True,False,"LINESTRING (146.062 22.201, 145.292 22.712)"
3222,MA/PA,True,145.292,22.712,144.706,23.25,84.7,315,51.1,98,-30.4,-41.1,-7075,220,SUB,True,False,"LINESTRING (145.292 22.712, 144.706 23.25)"
3223,MA/PA,True,144.706,23.25,144.022,23.764,90.2,309,50.1,100,-24.6,-43.7,-6953,220,SUB,True,False,"LINESTRING (144.706 23.25, 144.022 23.764)"
3224,MA/PA,True,144.022,23.764,143.522,24.391,86.2,324,49.1,101,-33.1,-36.2,-7735,220,SUB,True,False,"LINESTRING (144.022 23.764, 143.522 24.391)"
3225,PS/PA,False,143.522,24.391,143.096,24.909,71.9,323,47.1,112,-24.5,-40.2,-7605,220,SUB,False,False,"LINESTRING (143.522 24.391, 143.096 24.909)"
3226,PS/PA,True,143.096,24.909,143.098,24.918,1.0,12,47.4,111,-46.8,-7.4,-5155,220,SUB,True,False,"LINESTRING (143.096 24.909, 143.098 24.918)"
3227,PS/PA,True,143.098,24.918,143.075,25.612,77.3,358,48.0,111,-44.2,-18.5,-4983,220,SUB,True,False,"LINESTRING (143.098 24.918, 143.075 25.612)"
3228,PS/PA,True,143.075,25.612,143.231,26.329,81.2,11,49.1,111,-48.5,-8.1,-3400,220,SUB,True,False,"LINESTRING (143.075 25.612, 143.231 26.329)"
3229,PS/PA,True,143.231,26.329,143.26,26.737,45.5,4,50.1,110,-48.0,-14.5,-6254,220,SUB,True,False,"LINESTRING (143.231 26.329, 143.26 26.737)"
3230,PS/PA,True,143.26,26.737,143.243,27.463,80.8,359,51.0,110,-47.6,-18.5,-8285,220,SUB,True,False,"LINESTRING (143.26 26.737, 143.243 27.463)"
3231,PS/PA,True,143.243,27.463,143.172,27.941,53.5,352,52.0,110,-46.3,-23.7,-8021,220,SUB,True,False,"LINESTRING (143.243 27.463, 143.172 27.941)"
3232,PS/PA,True,143.172,27.941,143.002,28.519,66.4,345,52.8,109,-44.0,-29.1,-7568,220,SUB,True,False,"LINESTRING (143.172 27.941, 143.002 28.519)"
3233,PS/PA,True,143.002,28.519,142.748,28.975,56.5,334,53.5,108,-38.3,-37.3,-7932,220,SUB,True,False,"LINESTRING (143.002 28.519, 142.748 28.975)"
3234,PS/PA,True,142.748,28.975,142.507,29.621,75.5,342,54.3,107,-44.2,-31.5,-7811,220,SUB,True,False,"LINESTRING (142.748 28.975, 142.507 29.621)"
3235,PS/PA,True,142.507,29.621,142.473,30.128,56.5,357,55.2,107,-51.8,-19.1,-7929,220,SUB,True,False,"LINESTRING (142.507 29.621, 142.473 30.128)"
3236,PS/PA,True,142.473,30.128,142.224,30.711,69.1,340,56.0,106,-45.0,-33.4,-7973,220,SUB,True,False,"LINESTRING (142.473 30.128, 142.224 30.711)"
3237,PS/PA,True,142.224,30.711,142.159,31.315,67.5,355,56.9,106,-53.1,-20.4,-8210,220,SUB,True,False,"LINESTRING (142.224 30.711, 142.159 31.315)"
3238,PS/PA,True,142.159,31.315,142.099,31.983,74.4,356,57.9,105,-54.5,-19.5,-8519,220,SUB,True,False,"LINESTRING (142.159 31.315, 142.099 31.983)"
3239,PS/PA,True,142.099,31.983,141.994,32.558,64.7,351,58.8,105,-53.8,-23.7,-8167,220,SUB,True,False,"LINESTRING (142.099 31.983, 141.994 32.558)"
3240,PS/PA,True,141.994,32.558,142.012,33.252,77.3,1,59.8,105,-58.2,-13.8,-8582,220,SUB,True,False,"LINESTRING (141.994 32.558, 142.012 33.252)"
3241,PS/PA,True,142.012,33.252,141.858,33.704,52.2,344,60.7,104,-52.5,-30.5,-8396,220,SUB,True,False,"LINESTRING (142.012 33.252, 141.858 33.704)"
3242,PS/PA,True,141.858,33.704,141.883,34.213,56.6,2,61.4,104,-60.2,-12.4,-8697,220,SUB,True,False,"LINESTRING (141.858 33.704, 141.883 34.213)"
3563,OK-AM,True,139.158,45.947,139.038,45.412,60.2,189,8.0,285,-8.0,-0.8,-1891,260,CCB,True,False,"LINESTRING (139.158 45.947, 139.038 45.412)"
3564,OK-AM,True,139.038,45.412,138.85,44.811,68.4,192,8.1,284,-8.1,-0.3,-1993,260,CCB,True,False,"LINESTRING (139.038 45.412, 138.85 44.811)"
3565,OK-AM,True,138.85,44.811,138.577,44.295,61.4,201,8.1,284,-8.1,0.9,-2454,260,CCB,True,False,"LINESTRING (138.85 44.811, 138.577 44.295)"
3566,OK-AM,True,138.577,44.295,138.563,43.939,39.6,182,8.2,284,-8.0,-1.8,-2632,260,OCB,False,False,"LINESTRING (138.577 44.295, 138.563 43.939)"
3567,OK-AM,True,138.563,43.939,138.801,43.192,85.2,167,8.2,284,-7.3,-3.7,-3033,260,OCB,True,False,"LINESTRING (138.563 43.939, 138.801 43.192)"
3568,OK-AM,True,138.801,43.192,138.811,42.766,47.4,179,8.3,284,-8.0,-2.1,-3499,260,OCB,True,False,"LINESTRING (138.801 43.192, 138.811 42.766)"
3569,OK-AM,True,138.811,42.766,138.824,41.995,85.7,179,8.3,284,-8.1,-2.1,-3727,260,OCB,True,False,"LINESTRING (138.811 42.766, 138.824 41.995)"
3570,OK-AM,True,138.824,41.995,138.743,41.769,26.0,195,8.4,284,-8.4,0.2,-3647,260,OCB,True,False,"LINESTRING (138.824 41.995, 138.743 41.769)"
3571,OK-AM,True,138.743,41.769,138.489,41.482,38.3,213,8.4,284,-7.9,2.8,-3386,260,OCB,True,False,"LINESTRING (138.743 41.769, 138.489 41.482)"
3572,OK-AM,True,138.489,41.482,138.475,41.103,42.1,182,8.5,284,-8.3,-1.8,-3542,260,OCB,True,False,"LINESTRING (138.489 41.482, 138.475 41.103)"
3573,OK-AM,True,138.475,41.103,138.756,40.782,42.8,147,8.5,284,-5.8,-6.2,-3473,260,OCB,True,False,"LINESTRING (138.475 41.103, 138.756 40.782)"
3574,OK-AM,True,138.756,40.782,138.655,40.474,35.3,194,8.5,284,-8.5,0.1,-3233,260,OCB,True,False,"LINESTRING (138.756 40.782, 138.655 40.474)"
3575,OK-AM,True,138.655,40.474,138.655,40.072,44.7,180,8.6,284,-8.3,-2.0,-2718,260,OCB,True,False,"LINESTRING (138.655 40.474, 138.655 40.072)"
3576,OK-AM,True,138.655,40.072,138.352,39.832,37.1,224,8.6,283,-7.4,4.4,-2484,260,OCB,True,False,"LINESTRING (138.655 40.072, 138.352 39.832)"
3577,OK-AM,True,138.352,39.832,138.085,39.659,29.9,230,8.6,283,-6.9,5.1,-2539,260,OCB,True,False,"LINESTRING (138.352 39.832, 138.085 39.659)"
3578,OK-AM,True,138.085,39.659,137.845,39.404,35.0,216,8.6,283,-8.0,3.3,-2511,260,OCB,True,False,"LINESTRING (138.085 39.659, 137.845 39.404)"
3579,OK-AM,True,137.845,39.404,137.774,38.982,47.4,187,8.7,283,-8.6,-0.9,-2388,260,OCB,True,False,"LINESTRING (137.845 39.404, 137.774 38.982)"
3580,OK-AM,True,137.774,38.982,137.848,38.485,55.6,173,8.7,283,-8.2,-3.0,-1950,260,CCB,False,False,"LINESTRING (137.774 38.982, 137.848 38.485)"
3581,OK-AM,True,137.848,38.485,137.889,37.856,70.0,177,8.8,283,-8.4,-2.4,-1706,260,CCB,True,False,"LINESTRING (137.848 38.485, 137.889 37.856)"
