SeqNum,PlateBoundIdentifer,PlateBoundContinuity,StartLong,StartLat,FinalLong,FinalLat,StepLength(km),AzimuthCenter,VelocityLeft,VelocityAzimuth,VelocityDivergent,VelocityRightLateral,Elevation,SeafloorAge,StepClass,StepContinuity,Orogen,geometry
3582,OK-AM,True,137.889,37.856,137.902,37.184,74.7,179,8.8,283,-8.6,-2.1,-1334,260,CCB,True,False,"LINESTRING (137.889 37.856, 137.902 37.184)"
3583,OK-AM,True,137.902,37.184,137.854,36.6,65.1,184,8.9,283,-8.8,-1.4,1357,260,CCB,True,False,"LINESTRING (137.902 37.184, 137.854 36.6)"
3584,OK-AM,True,137.854,36.6,137.894,36.311,32.3,174,8.9,283,-8.4,-2.9,829,260,CCB,True,False,"LINESTRING (137.854 36.6, 137.894 36.311)"
3585,OK-AM,True,137.894,36.311,138.121,36.027,37.6,147,9.0,283,-6.3,-6.4,1381,260,CCB,True,False,"LINESTRING (137.894 36.311, 138.121 36.027)"
3586,OK-AM,True,138.121,36.027,138.259,35.734,34.8,159,9.0,283,-7.5,-5.0,1020,260,CCB,True,False,"LINESTRING (138.121 36.027, 138.259 35.734)"
3587,OK-AM,True,138.259,35.734,138.421,35.36,44.1,161,9.0,283,-7.6,-4.8,382,260,CCB,True,False,"LINESTRING (138.259 35.734, 138.421 35.36)"
3588,OK-AM,True,138.421,35.36,138.674,35.034,43.0,148,9.0,283,-6.4,-6.4,79,260,CCB,True,False,"LINESTRING (138.421 35.36, 138.674 35.034)"
3663,AM-EU,True,122.255,41.903,122.732,42.188,50.5,51,9.2,106,-7.6,5.3,59,260,CCB,True,True,"LINESTRING (122.255 41.903, 122.732 42.188)"
3664,AM-EU,True,122.732,42.188,123.51,41.53,97.5,139,9.2,107,4.9,7.8,91,260,CRB,False,True,"LINESTRING (122.732 42.188, 123.51 41.53)"
3665,AM-EU,True,123.51,41.53,124.272,40.868,97.4,139,9.2,108,4.8,7.8,515,260,CRB,True,True,"LINESTRING (123.51 41.53, 124.272 40.868)"
3666,AM-EU,True,124.272,40.868,125.019,40.2,97.4,140,9.2,108,4.8,7.8,207,260,CRB,True,True,"LINESTRING (124.272 40.868, 125.019 40.2)"
3667,AM-EU,True,125.019,40.2,125.199,39.742,53.2,163,9.1,109,7.4,5.3,146,260,CRB,True,True,"LINESTRING (125.019 40.2, 125.199 39.742)"
3668,AM-EU,True,125.199,39.742,125.376,39.283,53.2,163,9.1,109,7.4,5.3,0,260,CRB,True,True,"LINESTRING (125.199 39.742, 125.376 39.283)"
3669,AM-EU,True,125.376,39.283,125.551,38.824,53.2,164,9.1,109,7.3,5.3,33,260,CRB,True,True,"LINESTRING (125.376 39.283, 125.551 38.824)"
3670,AM-EU,True,125.551,38.824,125.723,38.365,53.2,164,9.1,110,7.3,5.3,78,260,CRB,True,True,"LINESTRING (125.551 38.824, 125.723 38.365)"
3671,AM-EU,True,125.723,38.365,125.914,37.541,93.1,170,9.0,110,7.8,4.6,5,260,CRB,True,True,"LINESTRING (125.723 38.365, 125.914 37.541)"
3672,AM-EU,True,125.914,37.541,126.101,36.717,93.1,170,8.9,110,7.7,4.6,-7,260,CRB,True,True,"LINESTRING (125.914 37.541, 126.101 36.717)"
3673,AM-EU,True,126.101,36.717,126.115,36.169,61.0,179,8.9,111,8.3,3.3,-23,260,CRB,True,True,"LINESTRING (126.101 36.717, 126.115 36.169)"
3674,AM-EU,True,126.115,36.169,126.128,35.621,61.0,179,8.9,111,8.2,3.3,-32,260,CRB,True,True,"LINESTRING (126.115 36.169, 126.128 35.621)"
3675,AM-EU,True,126.128,35.621,126.196,34.936,76.3,175,8.8,111,7.9,3.8,-14,260,CRB,True,True,"LINESTRING (126.128 35.621, 126.196 34.936)"
3676,AM-EU,True,126.196,34.936,126.263,34.252,76.3,175,8.7,111,7.9,3.8,-10,260,CRB,True,True,"LINESTRING (126.196 34.936, 126.263 34.252)"
3819,EU-YA,True,122.195,31.531,122.78,31.502,55.5,93,12.2,288,3.0,-11.9,-24,260,CTF,True,True,"LINESTRING (122.195 31.531, 122.78 31.502)"
3820,EU-YA,True,122.78,31.502,123.364,31.471,55.5,94,12.2,287,2.9,-11.9,-42,260,CTF,True,True,"LINESTRING (122.78 31.502, 123.364 31.471)"
3958,PS-SU,True,122.086,15.648,122.555,15.493,53.1,109,97.5,295,10.3,-96.9,-3660,54,OTF,False,True,"LINESTRING (122.086 15.648, 122.555 15.493)"
3959,PS-SU,True,122.555,15.493,123.024,15.337,53.2,109,97.4,295,9.8,-96.9,-4478,54,OTF,True,True,"LINESTRING (122.555 15.493, 123.024 15.337)"
3960,PS-SU,True,123.024,15.337,123.492,15.18,53.1,109,97.4,295,9.2,-96.9,-1863,54,OTF,True,True,"LINESTRING (123.024 15.337, 123.492 15.18)"
3961,PS-SU,True,123.492,15.18,123.959,15.023,53.1,109,97.3,294,8.6,-96.9,-1165,53,OTF,True,True,"LINESTRING (123.492 15.18, 123.959 15.023)"
3962,PS-SU,True,123.959,15.023,124.425,14.864,53.1,109,97.3,294,8.1,-96.9,-3087,53,OTF,True,True,"LINESTRING (123.959 15.023, 124.425 14.864)"
3963,PS-SU,True,124.425,14.864,124.891,14.704,53.2,110,97.2,294,7.5,-96.9,-5157,53,OTF,True,True,"LINESTRING (124.425 14.864, 124.891 14.704)"
3964,PS\SU,False,124.891,14.704,125.15,14.132,69.5,156,97.5,294,-66.0,-71.7,-6030,53,SUB,False,True,"LINESTRING (124.891 14.704, 125.15 14.132)"
3965,PS\SU,True,125.15,14.132,125.494,13.306,99.1,158,98.1,293,-68.8,-69.9,-6202,55,SUB,True,True,"LINESTRING (125.15 14.132, 125.494 13.306)"
3966,PS\SU,True,125.494,13.306,125.686,12.818,58.1,159,98.7,293,-70.8,-68.7,-6432,146,SUB,True,True,"LINESTRING (125.494 13.306, 125.686 12.818)"
3967,PS\SU,True,125.686,12.818,126.137,12.265,78.6,141,99.1,293,-47.4,-87.0,-6897,236,SUB,True,True,"LINESTRING (125.686 12.818, 126.137 12.265)"
3968,PS\SU,True,126.137,12.265,126.24,11.63,71.5,171,99.6,293,-84.8,-52.2,-7874,260,SUB,True,True,"LINESTRING (126.137 12.265, 126.24 11.63)"
3969,PS\SU,True,126.24,11.63,126.214,11.06,63.5,183,100.2,292,-94.2,-34.1,-7776,260,SUB,True,True,"LINESTRING (126.24 11.63, 126.214 11.06)"
3970,PS\SU,True,126.214,11.06,126.573,10.296,93.5,155,100.8,292,-68.7,-73.8,-7573,260,SUB,True,True,"LINESTRING (126.214 11.06, 126.573 10.296)"
3971,PS\SU,True,126.573,10.296,126.824,9.449,98.1,164,101.5,292,-79.7,-62.8,-8340,260,SUB,True,True,"LINESTRING (126.573 10.296, 126.824 9.449)"
3972,PS\SU,True,126.824,9.449,127.053,8.75,81.7,162,102.2,292,-78.7,-65.1,-8257,182,SUB,True,True,"LINESTRING (126.824 9.449, 127.053 8.75)"
3973,PS\SU,True,127.053,8.75,127.219,8.136,70.7,165,102.7,291,-82.7,-61.0,-7503,187,SUB,True,True,"LINESTRING (127.053 8.75, 127.219 8.136)"
3974,PS\SU,True,127.219,8.136,127.234,7.292,94.0,179,103.4,291,-95.7,-39.2,-8173,206,SUB,True,True,"LINESTRING (127.219 8.136, 127.234 7.292)"
3975,PS\SU,True,127.234,7.292,127.25,6.447,94.0,179,104.2,291,-96.5,-39.3,-8832,260,SUB,True,True,"LINESTRING (127.234 7.292, 127.25 6.447)"
3976,PS\SU,True,127.25,6.447,127.459,5.897,65.4,159,104.8,291,-78.4,-69.6,-9064,260,SUB,True,True,"LINESTRING (127.25 6.447, 127.459 5.897)"
3977,PS\SU,True,127.459,5.897,127.498,5.474,47.2,175,105.2,291,-94.5,-46.1,-7717,260,SUB,True,True,"LINESTRING (127.459 5.897, 127.498 5.474)"
3978,PS\SU,True,127.498,5.474,127.836,5.224,46.6,127,105.4,291,-29.0,-101.4,-7641,260,SUB,True,False,"LINESTRING (127.498 5.474, 127.836 5.224)"
3979,PS\SU,True,127.836,5.224,128.151,4.763,62.0,146,105.6,290,-61.0,-86.2,-7831,224,SUB,True,False,"LINESTRING (127.836 5.224, 128.151 4.763)"
3980,PS\SU,True,128.151,4.763,128.387,4.335,54.4,151,105.9,290,-69.5,-80.0,-6866,246,SUB,True,False,"LINESTRING (128.151 4.763, 128.387 4.335)"
3981,PS\SU,True,128.387,4.335,128.684,3.7,77.8,155,106.3,290,-75.0,-75.3,-6107,245,SUB,True,False,"LINESTRING (128.387 4.335, 128.684 3.7)"
3982,PS\SU,True,128.684,3.7,128.998,3.114,73.9,152,106.7,290,-71.5,-79.3,-5434,258,SUB,True,False,"LINESTRING (128.684 3.7, 128.998 3.114)"
3983,PS\SU,True,128.998,3.114,129.217,2.671,55.0,154,107.1,290,-74.5,-76.9,-5048,256,SUB,True,False,"LINESTRING (128.998 3.114, 129.217 2.671)"
3984,PS\SU,True,129.217,2.671,129.246,1.928,82.6,178,107.6,289,-99.9,-39.8,-4419,260,SUB,True,False,"LINESTRING (129.217 2.671, 129.246 1.928)"
3985,PS\SU,True,129.246,1.928,129.197,1.059,96.8,183,108.2,289,-104.0,-30.1,-3832,260,SUB,True,False,"LINESTRING (129.246 1.928, 129.197 1.059)"
3986,SU-BH,False,126.872,2.346,127.446,2.319,63.8,93,107.1,115,-40.2,99.2,-2458,260,OCB,False,False,"LINESTRING (126.872 2.346, 127.446 2.319)"
3987,SU-BH,True,127.446,2.319,128.081,2.29,70.6,93,107.4,115,-41.2,99.2,-738,260,CCB,False,False,"LINESTRING (127.446 2.319, 128.081 2.29)"
3988,SU-BH,True,128.081,2.29,128.187,1.974,37.1,161,107.4,115,77.3,74.6,-114,260,CRB,False,False,"LINESTRING (128.081 2.29, 128.187 1.974)"
3989,SU-BH,True,128.187,1.974,128.752,1.623,73.9,122,107.2,116,11.2,106.6,-1086,260,CTF,False,False,"LINESTRING (128.187 1.974, 128.752 1.623)"
3990,SU-BH,True,128.752,1.623,129.197,1.059,79.8,142,106.9,116,45.7,96.7,-2265,260,CRB,False,False,"LINESTRING (128.752 1.623, 129.197 1.059)"
3991,BH/SU,False,126.872,2.346,126.426,1.706,86.6,215,106.3,294,-104.5,19.4,-2512,260,SUB,False,False,"LINESTRING (126.872 2.346, 126.426 1.706)"
3992,MS\SU,False,126.426,1.706,126.144,1.001,84.4,202,5.0,264,-4.4,2.3,-1439,260,SUB,False,False,"LINESTRING (126.426 1.706, 126.144 1.001)"
3993,MS\SU,True,126.144,1.001,125.969,0.19,92.3,192,10.0,275,-9.9,1.2,-1992,260,SUB,True,False,"LINESTRING (126.144 1.001, 125.969 0.19)"
3994,MS/SU,False,123.43,2.006,123.219,2.024,23.5,275,19.0,358,-18.8,2.2,-5362,260,SUB,False,False,"LINESTRING (123.43 2.006, 123.219 2.024)"
3995,MS/SU,True,123.219,2.024,122.48,2.377,91.0,296,22.1,2,-20.2,9.0,-5257,260,SUB,True,False,"LINESTRING (123.219 2.024, 122.48 2.377)"
3996,MS/SU,True,122.48,2.377,121.669,2.309,90.4,265,27.2,3,-27.0,-3.8,-5158,260,SUB,True,False,"LINESTRING (122.48 2.377, 121.669 2.309)"
4009,MS-BS,True,122.223,-2.35,122.823,-2.598,72.2,113,8.8,307,2.3,-8.5,-2473,260,CTF,False,False,"LINESTRING (122.223 -2.35, 122.823 -2.598)"
4010,MS-BS,True,122.823,-2.598,123.424,-2.846,72.2,112,10.1,260,-5.3,-8.5,-3487,260,OCB,False,False,"LINESTRING (122.823 -2.598, 123.424 -2.846)"
4011,MS-BS,True,123.424,-2.846,123.672,-3.094,38.9,135,14.4,243,-13.8,-4.4,-4685,260,OCB,True,False,"LINESTRING (123.424 -2.846, 123.672 -3.094)"
4012,MS-BS,True,123.672,-3.094,123.706,-3.941,94.3,178,20.9,247,-19.5,7.5,-4314,260,OCB,True,False,"LINESTRING (123.672 -3.094, 123.706 -3.941)"
4013,MS-BS,True,123.706,-3.941,123.458,-4.576,75.8,201,28.8,256,-23.4,16.7,-5906,260,OCB,True,False,"LINESTRING (123.706 -3.941, 123.458 -4.576)"
4014,MS-BS,True,123.458,-4.576,124.06,-4.701,68.1,102,33.6,254,-15.5,-29.8,-5395,260,OCB,True,False,"LINESTRING (123.458 -4.576, 124.06 -4.701)"
4015,MS-BS,True,124.06,-4.701,124.662,-4.824,68.1,102,37.5,244,-22.7,-29.8,-5001,260,OCB,True,False,"LINESTRING (124.06 -4.701, 124.662 -4.824)"
4016,MS-BS,True,124.662,-4.824,125.282,-4.789,68.8,87,41.5,236,-21.4,-35.6,-4647,260,OCB,True,False,"LINESTRING (124.662 -4.824, 125.282 -4.789)"
4017,MS-BS,True,125.282,-4.789,125.901,-4.754,68.7,87,45.6,228,-28.6,-35.6,-3194,260,OCB,True,False,"LINESTRING (125.282 -4.789, 125.901 -4.754)"
4018,MS-BS,True,125.901,-4.754,126.432,-4.471,66.7,62,49.1,221,-17.9,-45.8,-2743,260,OCB,True,False,"LINESTRING (125.901 -4.754, 126.432 -4.471)"
4019,MS-BS,True,126.432,-4.471,126.963,-4.188,66.8,62,52.1,213,-24.9,-45.8,-4711,260,OCB,True,False,"LINESTRING (126.432 -4.471, 126.963 -4.188)"
4020,MS-BS,True,126.963,-4.188,127.325,-3.719,65.8,38,54.4,206,-10.6,-53.4,-1501,260,CTF,False,False,"LINESTRING (126.963 -4.188, 127.325 -3.719)"
4021,MS-BS,False,127.325,-3.719,127.51,-3.163,65.2,18,55.0,199,0.9,-55.0,-3284,260,CTF,False,False,"LINESTRING (127.325 -3.719, 127.51 -3.163)"
4022,MS-BS,True,127.51,-3.163,127.667,-2.447,81.5,12,55.0,191,-1.0,-55.0,-2738,260,CTF,True,False,"LINESTRING (127.51 -3.163, 127.667 -2.447)"
4023,MS-BS,True,127.667,-2.447,127.666,-1.758,76.6,0,54.9,183,2.6,-54.8,-3429,260,CTF,True,False,"LINESTRING (127.667 -2.447, 127.666 -1.758)"
4024,MS\BH,False,125.969,-0.278,125.969,0.19,52.0,0,89.6,117,-79.5,-41.3,-1725,260,SUB,False,False,"LINESTRING (125.969 -0.278, 125.969 0.19)"
4025,MS\BH,True,125.969,0.19,126.144,1.001,92.3,12,94.5,116,-91.7,-23.2,-1992,260,SUB,True,False,"LINESTRING (125.969 0.19, 126.144 1.001)"
4026,MS\BH,True,126.144,1.001,126.426,1.706,84.4,22,100.9,116,-100.7,-7.0,-1439,260,SUB,True,False,"LINESTRING (126.144 1.001, 126.426 1.706)"
4040,BS-AU,False,132.689,-6.681,133.188,-6.515,58.1,71,8.7,247,-0.7,-8.7,-2347,220,CTF,False,False,"LINESTRING (132.689 -6.681, 133.188 -6.515)"
4041,BS-AU,True,133.188,-6.515,133.686,-6.348,58.1,71,8.8,262,1.7,-8.7,-1464,232,CTF,True,False,"LINESTRING (133.188 -6.515, 133.686 -6.348)"
4042,BS-AU,True,133.686,-6.348,133.982,-5.641,85.2,23,10.8,273,10.2,-3.5,-1799,220,CRB,False,False,"LINESTRING (133.686 -6.348, 133.982 -5.641)"
4043,BS-AU,True,133.982,-5.641,133.449,-5.344,67.6,299,13.1,270,6.3,11.5,-3442,254,CRB,True,False,"LINESTRING (133.982 -5.641, 133.449 -5.344)"
4044,BS-AU,True,133.449,-5.344,133.906,-4.812,77.9,41,15.0,270,11.3,-9.8,-3017,260,CRB,True,False,"LINESTRING (133.449 -5.344, 133.906 -4.812)"
4045,MS-BH,False,127.666,-1.758,127.241,-1.388,62.6,311,85.7,129,-3.7,-85.6,400,260,CTF,False,False,"LINESTRING (127.666 -1.758, 127.241 -1.388)"
4046,MS-BH,True,127.241,-1.388,126.817,-1.018,62.6,311,86.0,126,-8.4,-85.6,-4086,260,CTF,True,False,"LINESTRING (127.241 -1.388, 126.817 -1.018)"
4047,MS-BH,True,126.817,-1.018,126.393,-0.648,62.6,311,86.5,122,-13.0,-85.6,-4099,260,OTF,False,False,"LINESTRING (126.817 -1.018, 126.393 -0.648)"
4048,MS-BH,True,126.393,-0.648,125.969,-0.278,62.6,311,87.4,119,-17.6,-85.6,-2282,260,CTF,False,False,"LINESTRING (126.393 -0.648, 125.969 -0.278)"
4049,BH-BS,False,127.666,-1.758,128.383,-2.286,99.0,126,64.9,269,-39.3,-51.7,-3113,260,CCB,False,False,"LINESTRING (127.666 -1.758, 128.383 -2.286)"
4050,BH\BS,False,128.383,-2.286,129.258,-2.416,98.3,98,66.1,267,-13.4,-64.8,-2184,260,SUB,False,False,"LINESTRING (128.383 -2.286, 129.258 -2.416)"
4051,BH\BS,True,129.258,-2.416,130.107,-2.519,95.0,97,66.8,264,-14.7,-65.1,-1872,260,SUB,True,False,"LINESTRING (129.258 -2.416, 130.107 -2.519)"
4052,BH\BS,True,130.107,-2.519,130.585,-2.694,56.5,110,67.5,262,-31.5,-59.7,-1393,260,SUB,True,False,"LINESTRING (130.107 -2.519, 130.585 -2.694)"
4053,BH\BS,True,130.585,-2.694,131.063,-2.868,56.5,110,68.3,261,-33.3,-59.7,-1351,260,SUB,True,False,"LINESTRING (130.585 -2.694, 131.063 -2.868)"
4054,BH\BS,True,131.063,-2.868,131.489,-3.149,56.7,123,69.4,260,-47.9,-50.2,-1402,260,SUB,True,False,"LINESTRING (131.063 -2.868, 131.489 -3.149)"
4055,BH\BS,True,131.489,-3.149,131.915,-3.429,56.6,123,70.6,259,-49.6,-50.2,-1456,260,SUB,True,False,"LINESTRING (131.489 -3.149, 131.915 -3.429)"
4056,BH\BS,True,131.915,-3.429,132.316,-3.935,71.7,142,72.2,258,-64.8,-31.8,-1838,260,SUB,True,False,"LINESTRING (131.915 -3.429, 132.316 -3.935)"
4057,BH\BS,True,132.316,-3.935,132.717,-4.44,71.7,142,74.2,257,-67.0,-31.8,-1215,260,SUB,True,False,"LINESTRING (132.316 -3.935, 132.717 -4.44)"
4058,BH-BS,False,132.717,-4.44,133.311,-4.626,69.0,107,75.7,256,-39.6,-64.6,-1773,260,CCB,False,False,"LINESTRING (132.717 -4.44, 133.311 -4.626)"
4059,BH-BS,True,133.311,-4.626,133.906,-4.812,69.1,107,76.9,255,-41.7,-64.6,-2355,260,OCB,False,False,"LINESTRING (133.311 -4.626, 133.906 -4.812)"
4069,BS-TI,True,122.673,-7.853,123.383,-7.784,78.6,84,33.2,146,-29.2,15.7,-3306,260,OCB,True,False,"LINESTRING (122.673 -7.853, 123.383 -7.784)"
4070,BS-TI,True,123.383,-7.784,124.235,-7.784,93.9,90,32.4,145,-26.6,18.5,-3182,260,CCB,False,False,"LINESTRING (123.383 -7.784, 124.235 -7.784)"
4071,BS-TI,True,124.235,-7.784,124.75,-7.644,58.9,75,31.7,144,-29.7,11.0,-3503,260,OCB,False,False,"LINESTRING (124.235 -7.784, 124.75 -7.644)"
4072,BS-TI,True,124.75,-7.644,125.264,-7.503,58.8,75,31.1,144,-29.1,11.0,-3964,260,OCB,True,False,"LINESTRING (124.75 -7.644, 125.264 -7.503)"
4073,BS-TI,True,125.264,-7.503,125.761,-7.433,55.4,82,30.5,143,-26.8,14.6,-4142,260,OCB,True,False,"LINESTRING (125.264 -7.503, 125.761 -7.433)"
4074,BS-TI,True,125.761,-7.433,126.258,-7.309,56.5,76,29.9,143,-27.5,11.8,-4570,260,OCB,True,False,"LINESTRING (125.761 -7.433, 126.258 -7.309)"
4075,BS-TI,True,126.258,-7.309,126.755,-7.185,56.5,76,29.4,142,-26.9,11.8,-4504,260,OCB,True,False,"LINESTRING (126.258 -7.309, 126.755 -7.185)"
4076,BS-TI,True,126.755,-7.185,127.393,-7.184,70.4,90,28.8,141,-22.5,17.9,-4352,260,OCB,True,False,"LINESTRING (126.755 -7.185, 127.393 -7.184)"
4077,BS-TI,True,127.393,-7.184,127.854,-6.99,55.3,67,28.1,141,-27.0,7.9,-4963,260,OCB,True,False,"LINESTRING (127.393 -7.184, 127.854 -6.99)"
4078,BS-TI,True,127.854,-6.99,128.315,-6.795,55.3,67,27.6,140,-26.4,7.9,-4951,260,OCB,True,False,"LINESTRING (127.854 -6.99, 128.315 -6.795)"
4079,BS-TI,True,128.315,-6.795,128.776,-6.565,57.0,63,26.9,140,-26.2,6.3,-3794,260,OCB,True,False,"LINESTRING (128.315 -6.795, 128.776 -6.565)"
4080,BS-TI,True,128.776,-6.565,129.236,-6.334,56.9,63,26.3,139,-25.6,6.3,-4423,260,OCB,True,False,"LINESTRING (128.776 -6.565, 129.236 -6.334)"
4081,BS-TI,True,129.236,-6.334,129.839,-6.526,70.0,108,25.8,138,-13.2,22.2,-2772,260,CCB,False,False,"LINESTRING (129.236 -6.334, 129.839 -6.526)"
4082,BS-TI,True,129.839,-6.526,130.443,-6.717,70.0,108,25.4,137,-12.4,22.2,-5264,260,CCB,True,False,"LINESTRING (129.839 -6.526, 130.443 -6.717)"
4083,BS-TI,True,130.443,-6.717,131.01,-6.68,62.8,86,24.9,135,-18.9,16.3,-4942,260,OCB,False,False,"LINESTRING (130.443 -6.717, 131.01 -6.68)"
4084,BS-TI,True,131.01,-6.68,131.577,-6.642,62.8,86,24.4,134,-18.2,16.3,-4233,260,CCB,False,False,"LINESTRING (131.01 -6.68, 131.577 -6.642)"
4085,BS-TI,True,131.577,-6.642,132.133,-6.662,61.4,92,23.9,133,-15.6,18.1,-593,260,CCB,True,False,"LINESTRING (131.577 -6.642, 132.133 -6.662)"
4086,BS-TI,True,132.133,-6.662,132.689,-6.681,61.4,92,23.4,132,-14.9,18.1,-1054,260,CCB,True,False,"LINESTRING (132.133 -6.662, 132.689 -6.681)"
4087,BH/CL,False,138.793,-1.159,138.674,-0.82,40.0,341,28.1,5,-11.4,25.7,-3871,201,SUB,False,False,"LINESTRING (138.793 -1.159, 138.674 -0.82)"
4088,BH/CL,True,138.674,-0.82,138.054,-0.718,69.9,279,27.7,4,-27.6,2.5,-4140,84,SUB,True,False,"LINESTRING (138.674 -0.82, 138.054 -0.718)"
4089,BH/CL,True,138.054,-0.718,137.435,-0.616,69.7,279,27.1,4,-27.0,2.5,-4252,220,SUB,True,False,"LINESTRING (138.054 -0.718, 137.435 -0.616)"
4090,BH/CL,True,137.435,-0.616,136.943,-0.422,58.8,292,26.6,4,-25.3,8.1,-4529,220,SUB,True,False,"LINESTRING (137.435 -0.616, 136.943 -0.422)"
4091,BH/CL,True,136.943,-0.422,136.451,-0.228,58.8,292,26.1,4,-24.8,8.1,-5006,87,SUB,True,False,"LINESTRING (136.943 -0.422, 136.451 -0.228)"
4092,BH/CL,True,136.451,-0.228,135.656,-0.023,91.3,284,25.5,3,-25.0,5.0,-5039,147,SUB,True,False,"LINESTRING (136.451 -0.228, 135.656 -0.023)"
4093,BH/CL,True,135.656,-0.023,134.938,0.421,93.9,302,24.7,3,-21.6,12.1,-4975,220,SUB,True,False,"LINESTRING (135.656 -0.023, 134.938 0.421)"
4094,BH/CL,True,134.938,0.421,134.471,0.259,55.0,251,24.1,2,-22.5,-8.8,-4737,220,SUB,True,False,"LINESTRING (134.938 0.421, 134.471 0.259)"
4095,BH/CL,True,134.471,0.259,133.899,0.057,67.5,251,23.6,3,-21.9,-8.9,-3736,220,SUB,True,False,"LINESTRING (134.471 0.259, 133.899 0.057)"
4096,BH/CL,True,133.899,0.057,133.327,-0.146,67.5,251,23.1,3,-21.3,-8.9,-3358,220,SUB,True,False,"LINESTRING (133.899 0.057, 133.327 -0.146)"
4097,BH/CL,True,133.327,-0.146,132.824,-0.043,57.1,282,22.5,3,-22.3,3.2,-3888,220,SUB,True,False,"LINESTRING (133.327 -0.146, 132.824 -0.043)"
4098,BH/CL,True,132.824,-0.043,132.515,0.017,35.0,281,22.1,3,-21.9,2.9,-3844,220,SUB,True,False,"LINESTRING (132.824 -0.043, 132.515 0.017)"
4099,BH/PS,False,132.515,0.017,132.373,0.034,15.9,277,21.8,26,-20.6,-7.2,-3917,220,SUB,False,False,"LINESTRING (132.515 0.017, 132.373 0.034)"
4100,BH/PS,True,132.373,0.034,131.738,0.15,71.8,280,21.0,27,-20.1,-5.9,-4104,220,SUB,True,False,"LINESTRING (132.373 0.034, 131.738 0.15)"
4101,BH/PS,True,131.738,0.15,131.102,0.266,71.9,280,19.5,28,-18.6,-5.9,-2716,220,SUB,True,False,"LINESTRING (131.738 0.15, 131.102 0.266)"
4102,BH/PS,True,131.102,0.266,130.546,0.475,66.1,291,18.1,29,-17.9,-2.6,-549,220,SUB,True,False,"LINESTRING (131.102 0.266, 130.546 0.475)"
4103,BH/PS,True,130.546,0.475,129.989,0.684,66.2,291,16.7,30,-16.5,-2.7,-1104,220,SUB,True,False,"LINESTRING (130.546 0.475, 129.989 0.684)"
4104,BH/PS,True,129.989,0.684,129.197,1.059,97.4,295,15.0,30,-14.9,-1.3,-1872,260,SUB,True,False,"LINESTRING (129.989 0.684, 129.197 1.059)"
4105,AU-MO,False,140.798,-5.11,140.264,-4.931,62.4,289,12.9,113,0.9,-12.8,1071,260,CTF,False,False,"LINESTRING (140.798 -5.11, 140.264 -4.931)"
4106,AU-MO,True,140.264,-4.931,139.731,-4.751,62.3,289,12.8,110,0.2,-12.8,1023,260,CTF,True,False,"LINESTRING (140.264 -4.931, 139.731 -4.751)"
4107,AU-MO,True,139.731,-4.751,138.959,-4.548,88.5,285,12.8,106,0.3,-12.8,451,260,CTF,True,False,"LINESTRING (139.731 -4.751, 138.959 -4.548)"
4108,AU-MO,True,138.959,-4.548,138.484,-4.442,53.9,283,12.8,103,0.0,-12.8,1008,260,CTF,True,False,"LINESTRING (138.959 -4.548, 138.484 -4.442)"
4109,AU-MO,True,138.484,-4.442,138.01,-4.337,53.8,283,12.8,100,-0.6,-12.8,982,260,CTF,True,False,"LINESTRING (138.484 -4.442, 138.01 -4.337)"
4110,AU-MO,True,138.01,-4.337,137.177,-4.221,93.3,278,12.8,96,-0.3,-12.8,919,260,CTF,True,False,"LINESTRING (138.01 -4.337, 137.177 -4.221)"
4111,AU-MO,True,137.177,-4.221,136.672,-4.199,56.1,272,12.9,93,0.1,-12.8,1184,260,CTF,True,False,"LINESTRING (137.177 -4.221, 136.672 -4.199)"
4112,AU-MO,True,136.672,-4.199,136.167,-4.177,56.1,273,12.9,90,-0.5,-12.8,276,260,CTF,True,False,"LINESTRING (136.672 -4.199, 136.167 -4.177)"
4113,AU-MO,True,136.167,-4.177,135.459,-4.218,78.6,267,12.9,87,0.0,-12.9,443,260,CTF,True,False,"LINESTRING (136.167 -4.177, 135.459 -4.218)"
4114,AU-MO,True,135.459,-4.218,134.966,-4.298,55.4,261,12.9,84,0.6,-12.8,186,260,CTF,True,False,"LINESTRING (135.459 -4.218, 134.966 -4.298)"
4115,AU-BH,False,134.966,-4.298,134.488,-4.437,55.2,254,93.2,78,6.7,-93.0,-187,260,CTF,False,False,"LINESTRING (134.966 -4.298, 134.488 -4.437)"
4116,AU-BH,True,134.488,-4.437,133.906,-4.812,76.8,237,93.1,77,32.3,-87.3,-3010,220,CRB,False,False,"LINESTRING (134.488 -4.437, 133.906 -4.812)"
4117,MO-BH,False,138.972,-1.607,138.488,-1.754,56.2,253,80.4,77,5.5,-80.2,-241,220,CTF,False,False,"LINESTRING (138.972 -1.607, 138.488 -1.754)"
4118,MO-BH,True,138.488,-1.754,138.003,-1.9,56.3,253,80.4,77,5.4,-80.2,144,220,CTF,True,False,"LINESTRING (138.488 -1.754, 138.003 -1.9)"
4119,MO-BH,True,138.003,-1.9,137.634,-2.08,45.6,244,80.4,77,18.3,-78.3,123,220,CTF,True,False,"LINESTRING (138.003 -1.9, 137.634 -2.08)"
4120,MO-BH,True,137.634,-2.08,137.282,-2.295,45.9,239,80.4,77,25.7,-76.2,129,220,CTF,True,False,"LINESTRING (137.634 -2.08, 137.282 -2.295)"
